Time,Mid,Min,Max
-493,14.57911612,6.794547907,17.85877108
-492,14.3754673,6.834605154,17.79699453
-491,13.47808585,6.808853958,17.22498844
-490,12.23830015,6.697054519,16.39297618
-489,11.09532792,6.483742146,15.70834907
-488,10.27025768,6.201921318,15.47932435
-487,9.8960953,5.84959069,15.74431471
-486,9.485049346,5.40677799,16.33786709
-485,8.657522106,4.881956127,17.01109206
-484,7.841618027,4.346764953,17.68522478
-483,7.385680303,3.782148968,18.35418947
-482,6.740633558,3.139642115,19.0102129
-481,5.558789265,2.42408856,19.64162972
-480,4.320265025,1.746065408,20.23342373
-479,3.444487372,1.168764863,20.76872353
-478,2.633340862,0.675998745,21.23099646
-477,1.786348125,0.311022751,21.60684755
-476,1.83264109,0.110391597,21.88912184
-475,2.441764183,0.058581659,22.07969257
-474,2.942946294,0.210208801,22.19089427
-473,3.473179984,0.704501306,22.24402177
-472,3.803372009,1.341187147,22.2633636
-471,3.97257145,1.940825445,22.26832294
-470,4.278860945,2.308811166,22.26962226
-469,4.796497947,2.625215121,22.27131562
-468,5.390453743,3.035493197,22.27590368
-467,6.045779365,3.538501686,22.28691235
-466,6.824525957,4.101448004,22.30860893
-465,7.712056296,4.604100676,22.34569742
-464,8.679849516,4.980984078,22.40367537
-463,9.659706415,5.221589153,22.4886469
-462,10.42509043,5.398503876,22.60537448
-461,10.85241478,5.545467512,22.75424493
-460,11.05099493,5.660851552,22.92918855
-459,11.09277032,5.744976731,23.11813654
-458,10.87056842,5.797569727,23.30597589
-457,10.30317556,5.762364778,23.47876885
-456,9.632117199,5.591140565,23.62793802
-455,9.100490604,5.367582854,23.75297527
-454,8.878848601,5.243277511,23.86200538
-453,9.043692089,5.212282044,23.97004871
-452,8.968577672,5.0523522,24.09524539
-451,8.201024652,4.755171749,24.25378222
-450,7.582035543,4.480270365,24.45340327
-449,7.735349442,4.562607233,24.68746059
-448,8.346244245,5.1023406,24.93424875
-447,9.211543429,5.947814564,25.16305805
-446,10.72261846,6.768182691,25.34439389
-445,12.97169904,7.34676684,25.45839469
-444,14.55314018,7.666226985,25.49848167
-443,14.71240057,7.927205592,25.4707714
-442,14.15436472,8.197683499,25.39071456
-441,13.44430274,8.358208988,25.27861207
-440,12.83241943,8.280544972,25.15451409
-439,12.55883189,8.068930197,25.03265725
-438,12.48618109,7.943583668,24.91669016
-437,12.50733336,8.138299159,24.7982429
-436,12.75162343,8.66831688,24.66078226
-435,13.30985192,9.447301815,24.48727526
-434,14.46246463,10.27974073,24.26761157
-433,16.24576772,10.98581046,24.00262899
-432,17.4875928,11.49491509,23.70421716
-431,17.42516528,11.81009694,23.39288675
-430,16.71093856,11.81668485,23.09363938
-429,15.95362784,11.56297582,22.83072696
-428,15.54076853,11.32538683,22.62222187
-427,15.75802119,11.40464479,22.4758626
-426,16.1319087,11.82822995,22.38752459
-425,16.29543255,12.50770292,22.34371105
-424,17.01000406,13.33690282,22.38291976
-423,18.71298828,14.10699845,22.54979028
-422,19.88136738,14.60088159,22.64086828
-421,19.48374897,14.63508643,22.60083256
-420,18.53131904,14.39775773,22.42721219
-419,18.06440582,14.03109908,22.29629626
-418,17.79211001,13.67263303,22.27207409
-417,17.39173538,13.39355082,22.25944512
-416,16.98459041,13.20059107,22.24375611
-415,16.69062244,13.1157441,22.22451837
-414,16.67968679,13.226995,22.20174125
-413,17.07882701,13.59359035,22.1759692
-412,17.70280918,14.14392238,22.14830184
-411,18.42763685,14.64098044,22.13794444
-410,19.10680145,14.92262574,22.18562164
-409,19.62260822,14.99747937,22.23247626
-408,19.76725979,14.99982447,22.21115183
-407,19.38506417,14.94571235,22.1161016
-406,18.63213501,14.62075695,22.00518922
-405,17.66337767,13.94563769,21.94760229
-404,16.63094263,13.02404053,21.91316367
-403,15.67549666,12.12586786,21.87712652
-402,14.93943331,11.44435032,21.83898507
-401,14.51162496,11.02224609,21.79904313
-400,14.39245885,10.89269835,21.7578608
-399,14.55759726,11.1350892,21.71623885
-398,15.01998989,11.70482819,21.67511905
-397,15.77535156,12.43368068,21.6353818
-396,16.39154266,13.05118955,21.59757277
-395,16.58743289,13.44097034,21.56176598
-394,16.66028107,13.65182675,21.52772834
-393,16.82487851,13.83917826,21.49524148
-392,17.08786039,14.07190015,21.46443562
-391,17.45251442,14.3713136,21.43626222
-390,17.86119553,14.66719333,21.41319341
-389,18.26199757,14.86925635,21.39986123
-388,18.35222984,14.86205789,21.40311674
-387,17.89666013,14.58181939,21.43138525
-386,17.21015299,14.09111978,21.49368421
-385,16.63678249,13.53663821,21.59866468
-384,16.24550019,13.07739833,21.7538637
-383,16.03941063,12.64239435,21.96510554
-382,15.63130698,12.04879291,22.23577231
-381,14.64087055,11.25796451,22.56597658
-380,13.72005368,10.58984453,22.95207289
-379,13.60745385,10.3524541,23.38697716
-378,13.98785352,10.61523941,23.8612459
-377,14.56319002,11.20689386,24.36431885
-376,15.27225014,11.92193764,24.88544661
-375,16.07762207,12.57781019,25.41416327
-374,16.61432017,13.0027509,25.94040078
-373,16.57920701,13.16666858,26.45438913
-372,16.41782552,13.21066482,26.94646748
-371,16.58266164,13.33387967,27.40693907
-370,16.92873311,13.60324051,27.82610322
-369,17.2997303,13.96890962,28.1946235
-368,17.59763019,14.32971186,28.50443332
-367,17.76318907,14.63634713,28.75031656
-366,18.00938463,14.84690261,28.9316789
-365,18.50982571,14.96554595,29.05339543
-364,19.03257127,14.99903538,29.12500943
-363,19.3946778,15,29.15862009
-362,19.68464071,15,29.16660311
-361,19.99951782,15,29.15989911
-360,20.75457806,15,29.14683346
-359,22.15288111,15,29.13228686
-358,23.45693946,15,29.11728602
-357,24.20249358,15,29.09940532
-356,24.84790902,15,29.07516787
-355,25.76857,15,29.09384919
-354,26.73155508,15,29.28659011
-353,27.57595294,15,29.63734578
-352,28.05069091,15,29.96683188
-351,27.94001117,15.00000003,30.07016278
-350,27.56550232,15.0000033,29.91677945
-349,27.29818398,15.00005611,29.59673179
-348,26.96706848,15.00039477,29.19869715
-347,26.38472093,15.00169515,28.83930187
-346,25.70218761,15.00530365,28.60536284
-345,25.10934828,15.01329612,28.5257505
-344,24.72504393,15.02831896,28.51259987
-343,24.63401325,15.05331472,28.51651095
-342,24.80499404,15.09124633,28.54289866
-341,25.17756647,15.14487494,28.60041829
-340,25.57905415,15.21660831,28.69710117
-339,25.85114663,15.30848956,28.83821338
-338,25.97852704,15.42243489,29.02513944
-337,25.95205972,15.56038164,29.25546204
-336,25.70711212,15.72366794,29.52362149
-335,25.1908466,15.91179016,29.82176918
-334,24.66525187,16.12169623,30.1408215
-333,24.43358338,16.34865477,30.47173115
-332,24.3566122,16.58822872,30.80671991
-331,24.2739227,16.83790376,31.14003783
-330,24.14475094,17.09751145,31.46801817
-329,23.94163977,17.36862235,31.78856788
-328,23.70968466,17.65348715,32.10048862
-327,23.51664886,17.95396383,32.40297486
-326,23.18621157,18.270626,32.6953667
-325,22.52188238,18.59535126,32.97704135
-324,21.57627496,18.79987375,33.24737567
-323,20.43631564,18.77731896,33.50580752
-322,19.72558041,18.73207891,33.75198913
-321,20.0605194,18.92093861,33.98595295
-320,20.86462246,19.48435084,34.20820305
-319,21.70592448,20.19095964,34.41966764
-318,22.48725277,20.77049243,34.62152473
-317,23.14432228,21.18858953,34.81498064
-316,23.64650481,21.4956368,35.00109468
-315,23.99749904,21.77520108,35.18070147
-314,24.31292501,22.05317784,35.35438912
-313,24.68946348,22.3299806,35.52247813
-312,25.18850168,22.60314927,35.6849933
-311,25.84153441,22.86781337,35.84166896
-310,26.41369895,23.11850258,35.99203185
-309,26.71067284,23.35170293,36.13553956
-308,26.85807921,23.56748207,36.271714
-307,26.99726972,23.76916971,36.40022713
-306,27.1400154,23.96175655,36.52098356
-305,27.29798192,24.15035506,36.63429011
-304,27.35407935,24.33925763,36.74106375
-303,27.19048303,24.53137721,36.84294941
-302,27.06808061,24.7278347,36.94224902
-301,27.25217147,24.92776913,37.0416998
-300,27.86456252,25.12856506,37.14418717
-299,28.90233874,25.32655158,37.2524328
-298,30.09353058,25.51791895,37.36870545
-297,31.26058243,25.69945708,37.4946159
-296,32.32135242,25.86884743,37.6310136
-295,33.21312072,26.02459737,37.77793509
-294,33.89041029,26.16584786,37.93453886
-293,34.33219848,26.29218518,38.09902437
-292,34.62197794,26.4034185,38.26860236
-291,34.85269716,26.49926523,38.44386554
-290,35.09050937,26.57903683,38.65047606
-289,35.38497145,26.64148495,38.907148
-288,35.6668388,26.68487631,39.19587234
-287,35.87253593,26.70723548,39.47950819
-286,36.02607452,26.70667272,39.72505819
-285,36.14883786,26.68170654,39.93280065
-284,36.217024,26.63150217,40.08965676
-283,36.2160502,26.55602143,40.16735105
-282,36.07768734,26.45616531,40.13524448
-281,35.74312962,26.33391236,40.0327957
-280,35.3121405,26.19232575,39.95316139
-279,34.91107108,26.03530813,39.9521522
-278,34.67177871,25.86715592,40.03218098
-277,34.7093725,25.69210866,40.13378101
-276,34.90491652,25.51392097,40.23774099
-275,35.15120629,25.33526218,40.34666856
-274,35.49323274,25.15693093,40.48541724
-273,35.96597029,24.97711101,40.68280156
-272,36.38752312,24.79116078,40.92750211
-271,36.62298472,24.59233236,41.1859205
-270,36.76729297,24.37323674,41.40338778
-269,36.90942945,24.12742331,41.55491655
-268,37.02385112,23.85037328,41.64735995
-267,37.08252749,23.53973579,41.70278799
-266,37.10299909,23.1951199,41.75425829
-265,37.10395004,22.8176728,41.81541484
-264,37.13826641,22.40948603,41.88120295
-263,37.23822657,21.97296151,41.88523639
-262,37.10699765,21.5104455,41.76563796
-261,36.46066613,21.02432166,41.57665809
-260,35.79596557,20.51749145,41.39722452
-259,35.68582237,19.99403179,41.29679101
-258,35.79958286,19.45981229,41.22690617
-257,35.81121947,18.92282899,41.16118187
-256,35.84014301,18.3930167,41.13252788
-255,35.99075551,17.88153161,41.15445862
-254,36.18531031,17.39970769,41.20446699
-253,36.34633366,16.95787292,41.22452123
-252,36.32057139,16.56413454,41.14302962
-251,35.9668597,16.22329539,40.94330515
-250,35.42549275,15.93628966,40.62849934
-249,34.85106073,15.70049135,40.27754509
-248,34.34239257,15.51080971,39.96720516
-247,33.97295897,15.36115138,39.7229629
-246,33.77780289,15.24562486,39.5343566
-245,33.75076668,15.15903502,39.35358205
-244,33.73298917,15.09675298,39.17213192
-243,33.56746136,15.05437066,38.99214293
-242,33.33679359,15.02755905,38.81546017
-241,33.11974637,15.01217858,38.64360512
-240,32.95416856,15.00446645,38.47770797
-239,32.8716957,15.00126108,38.32579381
-238,32.85874455,15.0002406,38.21649865
-237,32.90180422,15.00002382,38.1605838
-236,32.92321808,15.00000064,38.12474541
-235,32.85267921,15,38.03558363
-234,32.64782752,15,37.84525692
-233,32.27591723,15,37.60833879
-232,31.89878997,15,37.39478272
-231,31.68462254,15,37.2429728
-230,31.56878581,15,37.12957416
-229,31.47725132,15,37.02344852
-228,31.41115417,15,36.92190635
-227,31.37119852,15,36.82474605
-226,31.37211947,15,36.73153276
-225,31.42727936,15,36.64253906
-224,31.47297948,15,36.56596482
-223,31.45335614,15,36.50891383
-222,31.40705465,15,36.4682328
-221,31.36647145,15,36.43725936
-220,31.3397585,15,36.41230424
-219,31.33500485,15,36.39052924
-218,31.3076692,15,36.35691285
-217,31.22469471,15,36.26361004
-216,31.03144183,15,36.07462849
-215,30.68517239,15,35.79347706
-214,30.26754778,15,35.46895826
-213,29.87133468,15,35.15155619
-212,29.48924367,15,34.84763924
-211,29.10538178,15,34.54045982
-210,28.76398355,15,34.21910131
-209,28.50173894,15,33.90128244
-208,28.22686405,15,33.60344636
-207,27.84865182,15,33.32902063
-206,27.38135459,15,33.06830344
-205,26.86528429,15,32.81263698
-204,26.45440055,15,32.56101887
-203,26.30947316,15,32.31662027
-202,26.3965439,15,32.12371715
-201,26.66360716,15,32.01293833
-200,26.86055509,15,31.92755867
-199,26.75027519,15,31.77988384
-198,26.43052356,15,31.49908325
-197,26.05138547,15,31.15357766
-196,25.71220545,15,30.83247089
-195,25.49302558,15,30.57775228
-194,25.29221303,15,30.37527584
-193,25.01852647,15,30.19129988
-192,24.72004175,15,30.01535982
-191,24.46917058,15,29.85188901
-190,24.33123658,15,29.7070174
-189,24.3452326,15,29.58671209
-188,24.40436392,15,29.49529949
-187,24.39590773,15,29.4344707
-186,24.26623183,15,29.40308972
-185,23.97178917,15,29.39778909
-184,23.70789235,15,29.41404184
-183,23.67992199,15,29.44725228
-182,23.98674174,15,29.50293868
-181,24.66080159,15.00000122,29.62996721
-180,25.34318399,15.00004076,29.83496833
-179,25.73920324,15.00037671,30.07229375
-178,25.92002018,15.00183679,30.26281119
-177,26.00402664,15.00613548,30.35785797
-176,26.01823905,15.01593227,30.37788519
-175,25.97044643,15.03447393,30.34341935
-174,25.87423227,15.06477162,30.27652563
-173,25.75022022,15.10859803,30.21071189
-172,25.65537259,15.16603903,30.17047311
-171,25.64659246,15.23604267,30.16168439
-170,25.72189219,15.31764683,30.19067605
-169,25.85924129,15.4109582,30.24643884
-168,25.97262883,15.51727831,30.29957984
-167,25.97932409,15.63855967,30.30348924
-166,25.88536899,15.77663771,30.23308135
-165,25.70416391,15.93259258,30.13011399
-164,25.5096542,16.10639146,30.04523892
-163,25.37137821,16.29675727,29.9997282
-162,25.30344881,16.50119183,29.9844102
-161,25.3072005,16.71615843,29.97821243
-160,25.32698889,16.93747112,29.97674816
-159,25.31241138,17.16074311,29.9799759
-158,25.34423699,17.38156059,29.98783738
-157,25.50447586,17.59530228,30.0000265
-156,25.69374944,17.7968765,30.01695803
-155,25.81208672,17.98076225,30.04385154
-154,25.88681709,18.14135542,30.08471289
-153,25.96150827,18.27335541,30.14324565
-152,26.06555965,18.37223412,30.21918029
-151,26.22124801,18.43487416,30.30035404
-150,26.36475283,18.46023116,30.36543298
-149,26.43624848,18.44982196,30.39411247
-148,26.42797334,18.40800749,30.37866166
-147,26.34215166,18.34200498,30.31760066
-146,26.19214454,18.26117856,30.20937794
-145,25.99120779,18.17554442,30.05670599
-144,25.76702302,18.09412932,29.8659645
-143,25.54691191,18.0240683,29.65375424
-142,25.33817977,17.97069212,29.45233922
-141,25.14162692,17.93807197,29.28889461
-140,24.92107204,17.92956006,29.17169894
-139,24.64551717,17.94810798,29.08457432
-138,24.35807085,17.99629943,29.01001707
-137,24.10997648,18.07613429,28.94655711
-136,23.99739362,18.18855722,28.89482892
-135,24.09423857,18.33281923,28.85620331
-134,24.38606055,18.50587434,28.85131239
-133,24.83552294,18.70211669,28.92582799
-132,25.2389525,18.91373216,29.05704064
-131,25.42757849,19.13159477,29.17347233
-130,25.43688403,19.34639723,29.19961516
-129,25.32135634,19.54971426,29.1654561
-128,25.1897113,19.73487796,29.15993458
-127,25.12190295,19.89754755,29.22447559
-126,25.11813691,20.03570374,29.34416454
-125,25.16590174,20.14912482,29.48190614
-124,25.30733515,20.23874484,29.62662892
-123,25.57406686,20.30627529,29.7769586
-122,25.86626392,20.35414907,29.93236466
-121,26.09031539,20.38551743,30.09878149
-120,26.39198864,20.40404013,30.32627178
-119,26.89657616,20.41323666,30.6257263
-118,27.32722578,20.41546363,30.9194441
-117,27.42701621,20.41094432,31.12491402
-116,27.3940581,20.39737318,31.24270299
-115,27.46260356,20.37032607,31.37889005
-114,27.62556736,20.32420514,31.58101818
-113,27.8275022,20.25341086,31.78752761
-112,27.96109609,20.15370283,31.90633563
-111,27.9447825,20.02357128,31.89341939
-110,27.8086287,19.8651868,31.77706813
-109,27.59043583,19.68443181,31.61151872
-108,27.38362557,19.4899579,31.46418015
-107,27.26276025,19.29176072,31.3613525
-106,27.1893816,19.09979716,31.30126636
-105,27.11420306,18.92300268,31.26452465
-104,27.01637936,18.76884437,31.23717797
-103,26.88790408,18.64328087,31.22267999
-102,26.76783012,18.55080377,31.22618532
-101,26.68799687,18.49443924,31.25089113
-100,26.62366773,18.47585566,31.29762532
-99,26.55371366,18.49568754,31.36495187
-98,26.52411129,18.55388518,31.44981989
-97,26.58630349,18.64972867,31.54852024
-96,26.80610677,18.78136801,31.65806663
-95,27.23524479,18.94510159,31.80778073
-94,27.80510264,19.1348069,32.06894419
-93,28.43306021,19.34195026,32.41791928
-92,28.88603906,19.55627613,32.74959516
-91,28.96538649,19.76688905,32.93826287
-90,28.83167156,19.96337437,32.97747505
-89,28.70446111,20.1368206,32.94582402
-88,28.63951928,20.2807839,32.90925068
-87,28.64154792,20.39196827,32.89276645
-86,28.67246901,20.47020775,32.9005279
-85,28.70250897,20.51777299,32.92828468
-84,28.7377759,20.53849961,32.96622968
-83,28.78883338,20.53721442,33.0152534
-82,28.84323093,20.51950122,33.07152393
-81,28.87631968,20.49146824,33.12615418
-80,28.8835968,20.45931766,33.16608597
-79,28.86537699,20.42871247,33.17986196
-78,28.81563017,20.40407658,33.15225485
-77,28.72864632,20.38810783,33.08524602
-76,28.6219133,20.38178239,32.99919663
-75,28.50815237,20.38479541,32.9182704
-74,28.40334939,20.3961135,32.84473734
-73,28.32220595,20.4143476,32.77200845
-72,28.23596873,20.43790542,32.70082111
-71,28.10520243,20.46508939,32.63537559
-70,27.99438471,20.49420896,32.58554812
-69,27.97827136,20.52366114,32.54813645
-68,27.97093842,20.55193645,32.49295373
-67,27.86947923,20.57756009,32.37137559
-66,27.67517691,20.59901125,32.16918937
-65,27.41321621,20.61468696,31.94472926
-64,27.10714532,20.62293942,31.75814046
-63,26.78308994,20.62215854,31.62529946
-62,26.4765288,20.61081625,31.51901688
-61,26.21643102,20.58742475,31.41863808
-60,26.13601927,20.55046515,31.32387731
-59,26.33963427,20.49837516,31.23758942
-58,26.62997302,20.42961422,31.16555012
-57,26.80640442,20.34273991,31.09949535
-56,26.73400998,20.23644784,31.04056021
-55,26.31223637,20.10959731,30.98722854
-54,25.63982154,19.96128527,30.94595284
-53,24.86767409,19.79105367,30.91632034
-52,24.17444981,19.59932503,30.89184325
-51,23.71431991,19.38796237,30.86983786
-50,23.43338314,19.16066354,30.84810954
-49,23.24810986,18.92292331,30.82516951
-48,23.06926122,18.68154314,30.80029852
-47,22.83764627,18.44392876,30.77338201
-46,22.57935355,18.21739702,30.74461475
-45,22.32395468,18.00861095,30.71421772
-44,22.10698598,17.82321243,30.6822592
-43,21.94778898,17.66563822,30.64863095
-42,21.84618792,17.53895755,30.6131398
-41,21.80471856,17.44464829,30.57561592
-40,21.81715293,17.38242116,30.53596277
-39,21.87137443,17.35025476,30.49414001
-38,21.9621313,17.34465459,30.45015656
-37,22.07430897,17.36098684,30.40408118
-36,22.16094799,17.39380595,30.35604579
-35,22.18211779,17.43715634,30.30623598
-34,22.20826177,17.48480413,30.2548692
-33,22.31283563,17.53040086,30.20216342
-32,22.39337782,17.56769922,30.14830327
-31,22.32082625,17.59091196,30.0934147
-30,22.07568114,17.59516025,30.03755814
-29,21.69338368,17.57690746,29.98073901
-28,21.32621196,17.53432327,29.92292623
-27,21.09642894,17.46749139,29.86407027
-26,20.96175799,17.37828888,29.80411889
-25,20.87229537,17.2699529,29.74303244
-24,20.89101283,17.14659025,29.68079601
-23,21.06965186,17.01290335,29.61742514
-22,21.26939375,16.8742045,29.55296345
-21,21.36059643,16.7365003,29.48747278
-20,21.36545573,16.60640596,29.42101821
-19,21.33653112,16.49073354,29.353653
-18,21.38040143,16.39579015,29.28541032
-17,21.57295832,16.32668068,29.2163055
-16,21.86809252,16.28692424,29.14634564
-15,22.20600008,16.27963504,29.0755084
-14,22.48780269,16.31303359,29.00361891
-13,22.64385075,16.3888556,28.93065144
-12,22.69704962,16.49763326,28.85683846
-11,22.67996083,16.62279413,28.78258084
-10,22.65080014,16.75053134,28.70820983
-9,22.65258156,16.87913911,28.63377274
-8,22.62357664,17.00947353,28.55926726
-7,22.49564659,17.14232577,28.48469291
-6,22.29777257,17.27827125,28.41005168
-5,22.07058297,17.41770062,28.33534682
-4,21.82296829,17.56084407,28.26058215
-3,21.54751181,17.70777564,28.18576185
-2,21.24821844,17.85899929,28.11088248
-1,20.93671739,18.01140701,28.03598717
0,20.64496662,18.1642588,27.96108592
